m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11995"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13866"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","345"
"2016-12-01 00:00:00","javascript","19832"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10716"
"2016-12-01 00:00:00","php","11503"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13075"
"2016-12-01 00:00:00","c++","5248"
"2016-12-01 00:00:00","swift","3946"
"2017-01-01 00:00:00","assembly","307"
"2017-01-01 00:00:00","c++","5664"
"2017-01-01 00:00:00","java","14601"
"2017-01-01 00:00:00","c#","11726"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21439"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12663"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","337"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14306"
"2017-01-01 00:00:00","r","3496"
"2017-02-01 00:00:00","python","14802"
"2017-02-01 00:00:00","java","14595"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21212"
"2017-02-01 00:00:00","c","2731"
"2017-02-01 00:00:00","c#","11527"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5188"
"2017-02-01 00:00:00","php","12556"
"2017-02-01 00:00:00","swift","4071"
"2017-02-01 00:00:00","go","555"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6239"
"2017-03-01 00:00:00","c","2974"
"2017-03-01 00:00:00","c#","13023"
"2017-03-01 00:00:00","java","17346"
"2017-03-01 00:00:00","python","17151"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23736"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","656"
"2017-03-01 00:00:00","swift","4624"
"2017-03-01 00:00:00","php","14118"
"2017-04-01 00:00:00","c#","11116"
"2017-04-01 00:00:00","c","2866"
"2017-04-01 00:00:00","c++","5894"
"2017-04-01 00:00:00","python","15663"
"2017-04-01 00:00:00","javascript","21274"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12468"
"2017-04-01 00:00:00","assembly","318"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15968"
"2017-04-01 00:00:00","swift","3928"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16374"
"2017-05-01 00:00:00","r","4324"
"2017-05-01 00:00:00","php","13075"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2747"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12016"
"2017-05-01 00:00:00","python","16212"
"2017-05-01 00:00:00","javascript","22418"
"2017-05-01 00:00:00","c++","5314"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4108"
"2017-06-01 00:00:00","javascript","21618"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2358"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11330"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4700"
"2017-06-01 00:00:00","python","16049"
"2017-06-01 00:00:00","java","14638"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11805"
"2017-07-01 00:00:00","c#","11231"
"2017-07-01 00:00:00","javascript","21642"
"2017-07-01 00:00:00","python","16945"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14174"
"2017-07-01 00:00:00","php","11820"
"2017-07-01 00:00:00","c++","5030"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1523"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","334"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13773"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10979"
"2017-08-01 00:00:00","c","2052"
"2017-08-01 00:00:00","python","16490"
"2017-08-01 00:00:00","go","613"
"2017-08-01 00:00:00","c++","4803"
"2017-08-01 00:00:00","javascript","21387"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","361"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4577"
"2017-08-01 00:00:00","php","11689"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9906"
"2017-09-01 00:00:00","c","2107"
"2017-09-01 00:00:00","python","15475"
"2017-09-01 00:00:00","java","12777"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4482"
"2017-09-01 00:00:00","perl","311"
"2017-09-01 00:00:00","javascript","19017"
"2017-09-01 00:00:00","r","4226"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10736"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19906"
"2017-10-01 00:00:00","c","2790"
"2017-10-01 00:00:00","c#","10268"
"2017-10-01 00:00:00","php","10865"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16987"
"2017-10-01 00:00:00","java","14033"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5230"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","337"
"2017-10-01 00:00:00","swift","3908"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14209"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10635"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2963"
"2017-11-01 00:00:00","perl","270"
"2017-11-01 00:00:00","c#","9836"
"2017-11-01 00:00:00","python","17018"
"2017-11-01 00:00:00","javascript","19440"
"2017-11-01 00:00:00","c++","5047"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3679"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4467"
"2017-12-01 00:00:00","c#","8635"
"2017-12-01 00:00:00","java","12009"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17016"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9188"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","242"
"2017-12-01 00:00:00","swift","3215"
"2017-12-01 00:00:00","python","14967"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16270"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12367"
"2018-01-01 00:00:00","javascript","18963"
"2018-01-01 00:00:00","c#","9425"
"2018-01-01 00:00:00","c","2222"
"2018-01-01 00:00:00","c++","4767"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10176"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4205"
"2018-02-01 00:00:00","java","12064"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8610"
"2018-02-01 00:00:00","c","2153"
"2018-02-01 00:00:00","python","16363"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4585"
"2018-02-01 00:00:00","javascript","17254"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4513"
"2018-02-01 00:00:00","php","9179"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19194"
"2018-03-01 00:00:00","c#","9832"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17939"
"2018-03-01 00:00:00","c++","5204"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13593"
"2018-03-01 00:00:00","php","9898"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4073"
"2018-04-01 00:00:00","java","13529"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9275"
"2018-04-01 00:00:00","javascript","17987"
"2018-04-01 00:00:00","php","8976"
"2018-04-01 00:00:00","c++","4677"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","262"
"2018-04-01 00:00:00","python","17006"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9962"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17601"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18099"
"2018-05-01 00:00:00","c","2377"
"2018-05-01 00:00:00","java","13498"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","244"
"2018-05-01 00:00:00","swift","3631"
"2018-05-01 00:00:00","php","9516"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1842"
"2018-06-01 00:00:00","c#","8826"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4112"
"2018-06-01 00:00:00","java","11832"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","250"
"2018-06-01 00:00:00","javascript","17211"
"2018-06-01 00:00:00","r","4500"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8481"
"2018-06-01 00:00:00","python","16832"
"2018-06-01 00:00:00","ruby","994"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11794"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9439"
"2018-07-01 00:00:00","go","695"
"2018-07-01 00:00:00","c","1609"
"2018-07-01 00:00:00","perl","261"
"2018-07-01 00:00:00","python","17951"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17845"
"2018-07-01 00:00:00","php","8601"
"2018-07-01 00:00:00","c++","3925"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3680"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9557"
"2018-08-01 00:00:00","python","17841"
"2018-08-01 00:00:00","c","1698"
"2018-08-01 00:00:00","java","11398"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3940"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","232"
"2018-08-01 00:00:00","javascript","17950"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8575"
"2018-08-01 00:00:00","r","4132"
"2018-08-01 00:00:00","swift","3597"
"2018-09-01 00:00:00","c#","8435"
"2018-09-01 00:00:00","c++","3779"
"2018-09-01 00:00:00","python","16122"
"2018-09-01 00:00:00","c","1859"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16081"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7764"
"2018-09-01 00:00:00","java","10857"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3796"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12638"
"2018-10-01 00:00:00","php","8298"
"2018-10-01 00:00:00","r","4389"
"2018-10-01 00:00:00","c#","9404"
"2018-10-01 00:00:00","c","2485"
"2018-10-01 00:00:00","c++","4359"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17539"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3299"
"2018-10-01 00:00:00","python","18287"
"2018-11-01 00:00:00","javascript","16303"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18174"
"2018-11-01 00:00:00","c","2569"
"2018-11-01 00:00:00","c#","8560"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11863"
"2018-11-01 00:00:00","c++","4408"
"2018-11-01 00:00:00","perl","239"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7219"
"2018-12-01 00:00:00","javascript","14404"
"2018-12-01 00:00:00","java","10593"
"2018-12-01 00:00:00","c#","7628"
"2018-12-01 00:00:00","c","2237"
"2018-12-01 00:00:00","php","6336"
"2018-12-01 00:00:00","python","15890"
"2018-12-01 00:00:00","c++","3614"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","177"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3435"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11173"
"2019-01-01 00:00:00","assembly","228"
"2019-01-01 00:00:00","c#","8855"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2324"
"2019-01-01 00:00:00","perl","267"
"2019-01-01 00:00:00","python","17128"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16136"
"2019-01-01 00:00:00","php","7310"
"2019-01-01 00:00:00","c++","3949"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2933"
"2019-02-01 00:00:00","assembly","231"
"2019-02-01 00:00:00","c#","8448"
"2019-02-01 00:00:00","python","17695"
"2019-02-01 00:00:00","c","2087"
"2019-02-01 00:00:00","java","11135"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3792"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","259"
"2019-02-01 00:00:00","javascript","15831"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7440"
"2019-02-01 00:00:00","r","4294"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12227"
"2019-03-01 00:00:00","c++","4498"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17498"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9062"
"2019-03-01 00:00:00","php","7923"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","237"
"2019-03-01 00:00:00","python","20086"
"2019-03-01 00:00:00","r","4544"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2973"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16317"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9214"
"2019-04-01 00:00:00","php","7367"
"2019-04-01 00:00:00","c++","4450"
"2019-04-01 00:00:00","c","2467"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11314"
"2019-04-01 00:00:00","swift","3116"
"2019-04-01 00:00:00","python","19983"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","213"
"2019-04-01 00:00:00","r","4643"
"2019-05-01 00:00:00","c#","9130"
"2019-05-01 00:00:00","assembly","250"
"2019-05-01 00:00:00","c","2144"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16272"
"2019-05-01 00:00:00","perl","227"
"2019-05-01 00:00:00","java","11269"
"2019-05-01 00:00:00","go","682"
"2019-05-01 00:00:00","c++","4188"
"2019-05-01 00:00:00","php","7124"
"2019-05-01 00:00:00","r","4350"
"2019-05-01 00:00:00","python","19075"
"2019-05-01 00:00:00","swift","3137"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9769"
"2019-06-01 00:00:00","javascript","14971"
"2019-06-01 00:00:00","c#","7712"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6141"
"2019-06-01 00:00:00","c++","3714"
"2019-06-01 00:00:00","c","1769"
"2019-06-01 00:00:00","python","17453"
"2019-06-01 00:00:00","perl","243"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3117"
"2019-06-01 00:00:00","r","3996"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4324"
"2019-07-01 00:00:00","c","1787"
"2019-07-01 00:00:00","c#","8559"
"2019-07-01 00:00:00","java","10988"
"2019-07-01 00:00:00","python","19969"
"2019-07-01 00:00:00","perl","244"
"2019-07-01 00:00:00","javascript","16367"
"2019-07-01 00:00:00","r","4258"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3073"
"2019-07-01 00:00:00","php","6803"
"2019-08-01 00:00:00","c#","7791"
"2019-08-01 00:00:00","c","1579"
"2019-08-01 00:00:00","c++","3338"
"2019-08-01 00:00:00","python","18200"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","636"
"2019-08-01 00:00:00","javascript","15376"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5920"
"2019-08-01 00:00:00","java","9208"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","200"
"2019-08-01 00:00:00","swift","2569"
"2019-08-01 00:00:00","r","3978"
"2019-09-01 00:00:00","java","9822"
"2019-09-01 00:00:00","c","2041"
"2019-09-01 00:00:00","c#","7938"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15038"
"2019-09-01 00:00:00","c++","3853"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5706"
"2019-09-01 00:00:00","go","626"
"2019-09-01 00:00:00","perl","203"
"2019-09-01 00:00:00","python","17052"
"2019-09-01 00:00:00","r","3979"
"2019-09-01 00:00:00","ruby","725"
"2019-09-01 00:00:00","swift","2574"
"2019-10-01 00:00:00","c#","8526"
"2019-10-01 00:00:00","assembly","327"
"2019-10-01 00:00:00","c++","4913"
"2019-10-01 00:00:00","python","20682"
"2019-10-01 00:00:00","javascript","16155"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2528"
"2019-10-01 00:00:00","delphi","154"
"2019-10-01 00:00:00","java","11386"
"2019-10-01 00:00:00","perl","211"
"2019-10-01 00:00:00","ruby","857"
"2019-10-01 00:00:00","php","6220"
"2019-10-01 00:00:00","swift","3132"
"2019-10-01 00:00:00","r","4414"
"2019-11-01 00:00:00","assembly","288"
"2019-11-01 00:00:00","c","2532"
"2019-11-01 00:00:00","c#","8083"
"2019-11-01 00:00:00","c++","4761"
"2019-11-01 00:00:00","perl","225"
"2019-11-01 00:00:00","java","10382"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15831"
"2019-11-01 00:00:00","php","6173"
"2019-11-01 00:00:00","r","4294"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20711"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2903"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9091"
"2019-12-01 00:00:00","c#","7255"
"2019-12-01 00:00:00","go","623"
"2019-12-01 00:00:00","python","18205"
"2019-12-01 00:00:00","c","2168"
"2019-12-01 00:00:00","c++","4231"
"2019-12-01 00:00:00","perl","160"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14356"
"2019-12-01 00:00:00","swift","2680"
"2019-12-01 00:00:00","r","3747"
"2019-12-01 00:00:00","php","5275"
"2020-01-01 00:00:00","assembly","233"
"2020-01-01 00:00:00","c#","7860"
"2020-01-01 00:00:00","c","2063"
"2020-01-01 00:00:00","python","20099"
"2020-01-01 00:00:00","java","10047"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","172"
"2020-01-01 00:00:00","c++","4259"
"2020-01-01 00:00:00","r","4141"
"2020-01-01 00:00:00","go","655"
"2020-01-01 00:00:00","ruby","769"
"2020-01-01 00:00:00","javascript","16095"
"2020-01-01 00:00:00","swift","2913"
"2020-01-01 00:00:00","php","5943"
"2020-02-01 00:00:00","c#","8009"
"2020-02-01 00:00:00","c","2022"
"2020-02-01 00:00:00","c++","4223"
"2020-02-01 00:00:00","python","21045"
"2020-02-01 00:00:00","delphi","159"
"2020-02-01 00:00:00","go","684"
"2020-02-01 00:00:00","javascript","16478"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","php","5970"
"2020-02-01 00:00:00","java","10580"
"2020-02-01 00:00:00","ruby","669"
"2020-02-01 00:00:00","perl","188"
"2020-02-01 00:00:00","swift","2884"
"2020-02-01 00:00:00","r","4854"
"2020-03-01 00:00:00","java","13138"
"2020-03-01 00:00:00","go","716"
"2020-03-01 00:00:00","c","2649"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8901"
"2020-03-01 00:00:00","python","26477"
"2020-03-01 00:00:00","c++","5076"
"2020-03-01 00:00:00","assembly","312"
"2020-03-01 00:00:00","javascript","20360"
"2020-03-01 00:00:00","perl","204"
"2020-03-01 00:00:00","r","5743"
"2020-03-01 00:00:00","php","6603"
"2020-03-01 00:00:00","swift","3412"
"2020-03-01 00:00:00","ruby","777"
"2020-04-01 00:00:00","java","15259"
"2020-04-01 00:00:00","assembly","403"
"2020-04-01 00:00:00","c++","6781"
"2020-04-01 00:00:00","c#","9959"
"2020-04-01 00:00:00","c","3455"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24474"
"2020-04-01 00:00:00","go","879"
"2020-04-01 00:00:00","perl","230"
"2020-04-01 00:00:00","php","7990"
"2020-04-01 00:00:00","ruby","857"
"2020-04-01 00:00:00","python","32309"
"2020-04-01 00:00:00","swift","3992"
"2020-04-01 00:00:00","r","7010"
"2020-05-01 00:00:00","java","14567"
"2020-05-01 00:00:00","c#","9836"
"2020-05-01 00:00:00","assembly","382"
"2020-05-01 00:00:00","delphi","220"
"2020-05-01 00:00:00","c","3572"
"2020-05-01 00:00:00","javascript","24985"
"2020-05-01 00:00:00","go","823"
"2020-05-01 00:00:00","c++","7004"
"2020-05-01 00:00:00","php","7821"
"2020-05-01 00:00:00","python","34178"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6812"
"2020-05-01 00:00:00","swift","4024"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12877"
"2020-06-01 00:00:00","c++","6100"
"2020-06-01 00:00:00","c","2733"
"2020-06-01 00:00:00","php","7069"
"2020-06-01 00:00:00","assembly","357"
"2020-06-01 00:00:00","c#","8958"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23120"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31443"
"2020-06-01 00:00:00","r","6205"
"2020-06-01 00:00:00","ruby","667"
"2020-06-01 00:00:00","swift","3692"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12342"
"2020-07-01 00:00:00","javascript","23156"
"2020-07-01 00:00:00","c++","5575"
"2020-07-01 00:00:00","c#","8837"
"2020-07-01 00:00:00","assembly","285"
"2020-07-01 00:00:00","c","2228"
"2020-07-01 00:00:00","python","30363"
"2020-07-01 00:00:00","php","6877"
"2020-07-01 00:00:00","r","5590"
"2020-07-01 00:00:00","go","700"
"2020-07-01 00:00:00","ruby","755"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3456"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20727"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","11012"
"2020-08-01 00:00:00","assembly","274"
"2020-08-01 00:00:00","c#","8013"
"2020-08-01 00:00:00","r","5070"
"2020-08-01 00:00:00","c","2023"
"2020-08-01 00:00:00","python","26400"
"2020-08-01 00:00:00","php","5812"
"2020-08-01 00:00:00","c++","5100"
"2020-08-01 00:00:00","go","765"
"2020-08-01 00:00:00","ruby","605"
"2020-08-01 00:00:00","swift","3132"
"2020-09-01 00:00:00","java","10787"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2289"
"2020-09-01 00:00:00","c#","7314"
"2020-09-01 00:00:00","javascript","19579"
"2020-09-01 00:00:00","assembly","307"
"2020-09-01 00:00:00","c++","4250"
"2020-09-01 00:00:00","go","813"
"2020-09-01 00:00:00","r","5378"
"2020-09-01 00:00:00","perl","167"
"2020-09-01 00:00:00","ruby","572"
"2020-09-01 00:00:00","python","25171"
"2020-09-01 00:00:00","swift","3024"
"2020-09-01 00:00:00","php","5667"
"2020-10-01 00:00:00","c#","7060"
"2020-10-01 00:00:00","c++","4763"
"2020-10-01 00:00:00","python","26584"
"2020-10-01 00:00:00","assembly","389"
"2020-10-01 00:00:00","java","10840"
"2020-10-01 00:00:00","c","2532"
"2020-10-01 00:00:00","go","650"
"2020-10-01 00:00:00","javascript","19235"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","552"
"2020-10-01 00:00:00","r","5795"
"2020-10-01 00:00:00","swift","2766"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5489"
"2020-11-01 00:00:00","c","2914"
"2020-11-01 00:00:00","delphi","211"
"2020-11-01 00:00:00","go","603"
"2020-11-01 00:00:00","javascript","18294"
"2020-11-01 00:00:00","java","10376"
"2020-11-01 00:00:00","c#","6859"
"2020-11-01 00:00:00","assembly","415"
"2020-11-01 00:00:00","python","26150"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4792"
"2020-11-01 00:00:00","php","5595"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5617"
"2020-11-01 00:00:00","swift","2635"
"2020-12-01 00:00:00","delphi","213"
"2020-12-01 00:00:00","javascript","18733"
